transaction_id,customer_id,customer_age,customer_gender,country,product_category,product_name,quantity,unit_price,total_price,payment_method,transaction_date
T00934,C1192,44,Other,Australia,Clothing,Jeans,2,221.35,442.7,Credit Card,2022-10-24
T00935,C1534,42,Other,UK,Clothing,Sneakers,1,1069.6,1069.6,UPI,2022-12-02
T00936,C1103,18,Female,Canada,Home,Vacuum Cleaner,3,146.69,440.07,Credit Card,2023-12-25
T00937,C1804,64,Female,India,Home,Office Chair,5,487.07,2435.35,Debit Card,2022-07-20
T00938,C1187,21,Other,USA,Home,Mixer,1,239.78,239.78,UPI,2022-11-10
T00939,C1713,45,Male,Australia,Clothing,T-Shirt,1,927.23,927.23,Net Banking,2023-03-08
T00940,C1257,42,Other,Canada,Books,Data Science 101,2,462.05,924.1,Credit Card,2023-05-28
T00941,C1313,29,Other,Canada,Books,Data Science 101,1,690.34,690.34,Credit Card,2022-11-04
T00942,C1615,51,Other,Germany,Electronics,Smartwatch,1,1257.48,1257.48,Credit Card,2024-06-01
T00943,C1530,29,Male,UK,Books,Data Science 101,1,1099.21,1099.21,Net Banking,2023-07-17
T00944,C1681,42,Male,Germany,Home,Vacuum Cleaner,3,663.05,1989.15,Debit Card,2023-04-28
T00945,C1696,35,Male,Canada,Electronics,Smartwatch,4,1332.75,5331.0,Credit Card,2022-05-01
T00946,C1040,55,Other,USA,Books,Deep Learning,5,1422.1,7110.5,Debit Card,2022-04-03
T00947,C1082,59,Other,India,Electronics,Smartwatch,4,1111.2,4444.8,Debit Card,2023-05-01
T00948,C1435,22,Male,India,Clothing,Jacket,4,1239.16,4956.64,Cash,2023-10-12
T00949,C1869,46,Other,Germany,Electronics,Headphones,5,1108.82,5544.1,Net Banking,2022-02-10
T00950,C1506,25,Other,Germany,Home,Mixer,2,1083.06,2166.12,Net Banking,2023-04-03
T00951,C1753,56,Other,Canada,Clothing,Sneakers,3,1374.43,4123.29,UPI,2022-11-12
T00952,C1606,45,Female,USA,Books,NLP with Transformers,5,126.68,633.4,Debit Card,2024-01-01
T00953,C1855,22,Male,Canada,Electronics,Smartwatch,2,295.63,591.26,Cash,2022-11-20
T00954,C1934,40,Other,Australia,Electronics,Headphones,5,1049.81,5249.05,Cash,2022-06-19
T00955,C1089,43,Female,Germany,Clothing,Jacket,3,816.7,2450.1,Net Banking,2022-11-27
T00956,C1776,32,Other,UK,Clothing,T-Shirt,2,750.8,1501.6,Debit Card,2023-12-06
T00957,C1193,63,Male,Canada,Home,Office Chair,1,1360.68,1360.68,Net Banking,2023-02-07
T00958,C1000,50,Female,UK,Home,Vacuum Cleaner,3,401.19,1203.57,Debit Card,2023-11-07
T00959,C1181,50,Other,India,Books,Data Science 101,5,317.18,1585.9,Cash,2022-02-18
T00960,C1376,43,Female,UK,Electronics,Laptop,3,711.68,2135.04,Debit Card,2024-01-31
T00961,C1469,53,Male,USA,Home,Mixer,5,781.81,3909.05,Net Banking,2023-12-08
T00962,C1406,22,Other,UK,Home,Desk Lamp,2,629.26,1258.52,Cash,2024-02-19
T00963,C1529,33,Other,UK,Books,Data Science 101,2,1044.35,2088.7,Cash,2022-11-18
T00964,C1524,37,Other,Canada,Clothing,Sneakers,3,1465.93,4397.79,UPI,2023-02-02
T00965,C1179,22,Male,UK,Home,Office Chair,4,1181.8,4727.2,Cash,2022-01-09
T00966,C1184,58,Male,Canada,Home,Desk Lamp,3,260.36,781.08,Credit Card,2023-08-12
T00967,C1159,37,Female,Germany,Electronics,Laptop,3,331.68,995.04,Credit Card,2024-01-27
T00968,C1723,18,Male,Australia,Clothing,Jacket,2,62.99,125.98,UPI,2024-01-26
T00969,C1006,35,Male,Germany,Clothing,Sneakers,2,106.13,212.26,Net Banking,2022-01-21
T00970,C1321,25,Male,Australia,Books,Data Science 101,2,479.57,959.14,Cash,2022-03-13
T00971,C1166,43,Female,India,Books,NLP with Transformers,2,418.82,837.64,Net Banking,2023-04-17
T00972,C1997,33,Female,Canada,Books,Data Science 101,1,1408.86,1408.86,UPI,2022-09-20
T00973,C1263,53,Male,Australia,Electronics,Laptop,1,1451.84,1451.84,UPI,2023-06-24
T00974,C1257,53,Male,UK,Books,NLP with Transformers,2,300.5,601.0,Debit Card,2022-01-05
T00975,C1503,54,Other,USA,Clothing,T-Shirt,3,1248.59,3745.77,Credit Card,2023-04-21
T00976,C1816,64,Other,USA,Books,NLP with Transformers,4,992.53,3970.12,Debit Card,2023-06-22
T00977,C1880,50,Male,Canada,Electronics,Headphones,3,1456.83,4370.49,UPI,2023-10-07
T00978,C1728,51,Female,UK,Books,AI Basics,5,342.78,1713.9,Net Banking,2023-04-29
T00979,C1574,33,Female,Australia,Electronics,Headphones,1,348.7,348.7,Cash,2022-06-06
T00980,C1092,20,Female,USA,Home,Office Chair,2,1027.73,2055.46,Cash,2022-10-23
T00981,C1366,52,Other,Australia,Electronics,Smartphone,5,341.18,1705.9,Net Banking,2023-08-04
T00982,C1470,42,Other,USA,Electronics,Smartphone,3,1170.98,3512.94,Debit Card,2022-04-06
T00983,C1830,38,Female,UK,Books,Data Science 101,2,560.33,1120.66,Debit Card,2023-05-12
T00984,C1843,40,Other,UK,Clothing,Jacket,1,370.2,370.2,UPI,2023-12-10
T00985,C1650,27,Male,Canada,Electronics,Headphones,5,14.77,73.85,UPI,2023-11-18
T00986,C1754,31,Male,USA,Clothing,T-Shirt,1,1419.59,1419.59,Net Banking,2023-12-09
T00987,C1708,20,Other,Canada,Books,AI Basics,2,1141.09,2282.18,UPI,2023-09-13
T00988,C1546,42,Female,India,Home,Office Chair,2,460.76,921.52,Cash,2022-02-26
T00989,C1545,51,Male,Australia,Clothing,Sneakers,4,1043.02,4172.08,Credit Card,2022-11-16
T00990,C1874,19,Other,Australia,Home,Vacuum Cleaner,5,1194.58,5972.9,Credit Card,2023-08-05
T00991,C1473,57,Female,USA,Electronics,Headphones,5,1197.22,5986.1,Debit Card,2023-08-03
T00992,C1629,58,Other,Australia,Clothing,T-Shirt,4,1277.84,5111.36,Debit Card,2024-05-19
T00993,C1709,57,Other,Germany,Electronics,Smartphone,3,437.46,1312.38,Net Banking,2024-06-16
T00994,C1366,23,Female,Canada,Electronics,Smartphone,3,756.72,2270.16,Credit Card,2022-08-04
T00995,C1897,54,Other,Canada,Books,Data Science 101,1,26.86,26.86,Credit Card,2024-04-08
T00996,C1439,58,Other,India,Electronics,Smartphone,4,797.35,3189.4,UPI,2022-08-16
T00997,C1402,22,Female,UK,Books,Deep Learning,2,1290.25,2580.5,UPI,2023-08-10
T00998,C1844,24,Other,Germany,Home,Mixer,1,352.28,352.28,UPI,2023-09-29
T00999,C1144,63,Male,Australia,Books,Data Science 101,1,848.69,848.69,Cash,2024-05-12
T01000,C1383,52,Female,UK,Electronics,Smartphone,1,328.6,328.6,UPI,2024-05-28
T01001,C1259,46,Other,UK,Home,Desk Lamp,2,433.12,866.24,Cash,2023-05-09
T01002,C1321,52,Female,Germany,Clothing,Sneakers,1,1107.32,1107.32,Net Banking,2022-07-12
T01003,C1835,59,Female,Australia,Home,Mixer,2,98.62,197.24,Net Banking,2024-05-31
T01004,C1304,62,Other,Australia,Home,Mixer,3,1250.0,3750.0,Debit Card,2022-02-14
T01005,C1658,54,Other,UK,Home,Office Chair,1,377.94,377.94,Credit Card,2023-11-30
T01006,C1696,51,Female,Germany,Clothing,Jacket,4,838.07,3352.28,Debit Card,2023-12-26
T01007,C1194,20,Other,USA,Home,Vacuum Cleaner,2,1488.17,2976.34,Net Banking,2022-07-28
T01008,C1155,54,Male,UK,Home,Office Chair,3,377.51,1132.53,Credit Card,2022-06-15
T01009,C1273,28,Female,UK,Books,Data Science 101,5,1030.69,5153.45,Cash,2024-02-16
T01010,C1235,34,Other,USA,Home,Mixer,4,376.07,1504.28,Credit Card,2023-11-08
T01011,C1556,49,Other,India,Home,Desk Lamp,1,1094.11,1094.11,UPI,2022-05-29
T01012,C1569,44,Female,Canada,Books,NLP with Transformers,5,581.83,2909.15,Credit Card,2022-10-23
T01013,C1762,34,Male,India,Books,Deep Learning,2,97.46,194.92,Net Banking,2022-05-12
T01014,C1969,19,Female,Australia,Clothing,T-Shirt,5,354.6,1773.0,Net Banking,2023-02-09
T01015,C1560,44,Male,USA,Electronics,Laptop,2,334.88,669.76,Credit Card,2022-04-23
T01016,C1300,43,Other,Australia,Home,Desk Lamp,5,1023.92,5119.6,Net Banking,2023-06-13
T01017,C1904,64,Other,Canada,Home,Desk Lamp,3,1483.05,4449.15,Net Banking,2022-02-24
T01018,C1874,26,Male,Germany,Home,Office Chair,4,246.67,986.68,Debit Card,2022-12-21
T01019,C1851,40,Male,USA,Clothing,Jacket,4,639.26,2557.04,Cash,2022-10-31
T01020,C1536,50,Other,Canada,Clothing,Jacket,3,1360.75,4082.25,Cash,2023-05-08
T01021,C1063,24,Other,India,Clothing,T-Shirt,3,222.92,668.76,Credit Card,2023-08-29
T01022,C1741,60,Female,Australia,Books,NLP with Transformers,5,1170.75,5853.75,Net Banking,2022-05-04
T01023,C1150,61,Other,Germany,Books,Deep Learning,2,1451.41,2902.82,Credit Card,2022-11-13
T01024,C1600,26,Other,India,Books,NLP with Transformers,5,1257.65,6288.25,UPI,2023-04-13
T01025,C1225,45,Female,India,Books,AI Basics,5,740.34,3701.7,Credit Card,2022-08-14
T01026,C1193,63,Other,India,Books,NLP with Transformers,2,1253.01,2506.02,Net Banking,2024-06-06
T01027,C1361,18,Other,Germany,Home,Office Chair,1,642.15,642.15,Cash,2022-05-20
T01028,C1909,29,Female,USA,Electronics,Laptop,2,1444.83,2889.66,Debit Card,2022-08-28
T01029,C1083,56,Female,Germany,Clothing,Jacket,3,365.79,1097.37,Net Banking,2023-05-06
T01030,C1990,19,Female,USA,Books,Deep Learning,2,781.08,1562.16,UPI,2022-06-06
T01031,C1942,40,Female,Germany,Clothing,T-Shirt,5,1378.51,6892.55,Cash,2024-04-09
T01032,C1454,50,Male,UK,Clothing,Jeans,5,1177.71,5888.55,Net Banking,2023-10-23
T01033,C1020,57,Male,USA,Home,Office Chair,5,1116.77,5583.85,Debit Card,2024-02-01
T01034,C1806,58,Male,Germany,Electronics,Headphones,1,404.03,404.03,Net Banking,2023-05-06
T01035,C1028,30,Other,India,Clothing,T-Shirt,5,1472.99,7364.95,Debit Card,2023-07-19
T01036,C1007,30,Male,UK,Clothing,Jeans,3,673.65,2020.95,Net Banking,2022-03-08
T01037,C1971,49,Other,USA,Clothing,Jeans,5,1402.27,7011.35,Cash,2022-01-14
T01038,C1671,27,Male,USA,Clothing,Jacket,1,103.73,103.73,Credit Card,2022-02-15
T01039,C1818,40,Other,Canada,Clothing,Jeans,4,1001.12,4004.48,Debit Card,2022-01-23
T01040,C1398,46,Male,UK,Home,Office Chair,3,54.55,163.65,Net Banking,2024-01-25
T01041,C1741,53,Female,Canada,Books,NLP with Transformers,4,265.97,1063.88,Credit Card,2023-11-11
T01042,C1057,53,Other,UK,Books,Deep Learning,2,1359.33,2718.66,Credit Card,2023-11-13
T01043,C1287,35,Male,USA,Home,Office Chair,1,411.03,411.03,Debit Card,2022-12-30
T01044,C1007,62,Male,Canada,Home,Vacuum Cleaner,1,1110.61,1110.61,Credit Card,2023-12-22
T01045,C1216,49,Other,India,Clothing,Jeans,3,1223.98,3671.94,UPI,2023-02-25
T01046,C1439,29,Other,UK,Clothing,Jeans,1,968.41,968.41,Net Banking,2022-03-31
T01047,C1301,36,Other,Canada,Home,Desk Lamp,2,284.83,569.66,Credit Card,2022-03-15
T01048,C1483,19,Male,Canada,Clothing,T-Shirt,2,720.28,1440.56,Net Banking,2022-02-21
T01049,C1438,19,Male,Canada,Home,Mixer,3,1325.04,3975.12,UPI,2023-08-27
T01050,C1485,36,Female,India,Books,Deep Learning,1,573.31,573.31,Cash,2022-01-13
T01051,C1327,52,Male,Germany,Books,AI Basics,3,651.42,1954.26,Cash,2022-05-26
T01052,C1334,62,Male,Canada,Home,Mixer,2,567.45,1134.9,UPI,2024-01-03
T01053,C1414,65,Female,Canada,Books,NLP with Transformers,3,450.84,1352.52,Debit Card,2023-02-24
T01054,C1724,51,Other,Canada,Clothing,Sneakers,1,123.99,123.99,UPI,2024-03-14
T01055,C1302,38,Female,Germany,Clothing,Jeans,1,1083.35,1083.35,UPI,2023-09-03
T01056,C1311,19,Female,Germany,Books,AI Basics,3,1033.08,3099.24,Debit Card,2022-06-06
T01057,C1753,45,Male,USA,Electronics,Smartwatch,3,1357.52,4072.56,UPI,2024-05-18
T01058,C1018,38,Other,Germany,Books,Deep Learning,2,78.03,156.06,Credit Card,2024-05-07
T01059,C1317,62,Male,USA,Electronics,Smartphone,5,1030.7,5153.5,Debit Card,2024-02-19
T01060,C1973,46,Female,Germany,Electronics,Laptop,5,308.66,1543.3,Debit Card,2024-02-05
T01061,C1875,51,Male,Australia,Books,Deep Learning,2,499.52,999.04,Debit Card,2024-03-02
T01062,C1632,65,Male,India,Electronics,Smartphone,2,595.78,1191.56,Net Banking,2022-02-02
T01063,C1604,44,Other,India,Electronics,Headphones,1,626.35,626.35,Debit Card,2023-09-03
T01064,C1374,50,Other,Germany,Electronics,Smartwatch,3,124.01,372.03,UPI,2022-04-01
T01065,C1513,26,Female,USA,Clothing,T-Shirt,4,624.67,2498.68,Debit Card,2022-12-16
T01066,C1789,65,Female,USA,Clothing,Jeans,3,641.04,1923.12,Cash,2022-04-06
T01067,C1660,33,Male,Australia,Books,Deep Learning,1,40.93,40.93,Debit Card,2022-08-03
T01068,C1024,33,Male,UK,Books,Data Science 101,4,637.68,2550.72,Cash,2022-12-21
T01069,C1703,32,Other,Canada,Books,AI Basics,4,296.59,1186.36,Cash,2023-05-10
T01070,C1810,62,Female,India,Electronics,Laptop,3,1286.09,3858.27,UPI,2024-02-28
T01071,C1659,18,Other,Germany,Clothing,Jeans,4,137.83,551.32,Cash,2022-04-20
T01072,C1431,62,Male,Australia,Electronics,Headphones,2,146.87,293.74,Credit Card,2023-12-10
T01073,C1797,63,Other,Australia,Books,AI Basics,3,965.1,2895.3,Net Banking,2023-09-11
T01074,C1259,33,Other,Germany,Home,Desk Lamp,2,716.61,1433.22,Net Banking,2022-03-27
T01075,C1285,30,Other,USA,Books,NLP with Transformers,2,54.96,109.92,Cash,2022-09-05
T01076,C1137,20,Female,UK,Home,Mixer,3,352.14,1056.42,UPI,2022-01-04
T01077,C1431,27,Male,India,Electronics,Headphones,3,483.29,1449.87,Cash,2023-09-03
T01078,C1159,27,Male,Canada,Home,Desk Lamp,2,597.93,1195.86,Credit Card,2022-01-08
T01079,C1305,36,Male,Australia,Clothing,Jacket,2,424.53,849.06,UPI,2022-02-07
T01080,C1055,34,Male,USA,Clothing,Sneakers,5,972.84,4864.2,Net Banking,2022-10-08
T01081,C1974,32,Female,UK,Books,AI Basics,3,1319.64,3958.92,Credit Card,2024-01-03
T01082,C1787,23,Other,Germany,Clothing,Jacket,4,1223.62,4894.48,UPI,2022-11-29
T01083,C1921,62,Other,Australia,Books,Data Science 101,5,649.53,3247.65,UPI,2023-05-15
T01084,C1663,35,Male,UK,Books,NLP with Transformers,2,746.84,1493.68,Net Banking,2024-01-15
T01085,C1325,36,Female,USA,Clothing,Jeans,4,1416.67,5666.68,Net Banking,2023-05-30
T01086,C1862,23,Male,Australia,Home,Vacuum Cleaner,4,138.81,555.24,UPI,2023-04-14
T01087,C1491,41,Female,Australia,Home,Mixer,2,504.73,1009.46,Credit Card,2023-05-12
T01088,C1417,18,Female,UK,Books,AI Basics,3,1291.04,3873.12,Debit Card,2022-09-20
T01089,C1528,43,Other,India,Home,Office Chair,4,1063.95,4255.8,Cash,2023-04-22
T01090,C1833,52,Other,India,Electronics,Smartphone,5,967.37,4836.85,Credit Card,2022-11-02
T01091,C1587,27,Other,USA,Electronics,Headphones,1,1030.68,1030.68,Credit Card,2022-02-16
T01092,C1535,41,Other,India,Electronics,Laptop,4,553.63,2214.52,Net Banking,2022-02-14
T01093,C1203,22,Female,UK,Electronics,Laptop,5,1466.15,7330.75,Debit Card,2022-03-14
T01094,C1669,36,Female,UK,Clothing,Jeans,3,240.74,722.22,Net Banking,2022-02-23
T01095,C1489,56,Female,Germany,Home,Office Chair,4,360.85,1443.4,Net Banking,2023-09-03
T01096,C1653,30,Other,Canada,Clothing,Sneakers,3,1466.93,4400.79,Cash,2024-01-09
T01097,C1690,59,Other,USA,Home,Mixer,2,815.48,1630.96,UPI,2022-04-28
T01098,C1471,42,Female,UK,Electronics,Headphones,5,428.84,2144.2,Net Banking,2022-11-18
T01099,C1814,60,Female,Canada,Home,Vacuum Cleaner,4,735.26,2941.04,Debit Card,2022-09-04
T01100,C1288,24,Other,Germany,Electronics,Headphones,4,1021.82,4087.28,Credit Card,2023-10-01
T01101,C1755,31,Other,India,Books,Data Science 101,4,580.28,2321.12,Credit Card,2023-10-05
T01102,C1914,60,Male,Canada,Electronics,Headphones,4,1215.82,4863.28,Credit Card,2023-04-06
T01103,C1683,41,Male,Canada,Books,NLP with Transformers,1,301.51,301.51,Credit Card,2023-12-07
T01104,C1787,26,Male,Germany,Books,AI Basics,5,588.35,2941.75,Cash,2024-02-26
T01105,C1163,36,Other,Germany,Books,AI Basics,1,192.7,192.7,Net Banking,2023-06-16
T01106,C1207,59,Male,USA,Electronics,Smartwatch,3,1059.61,3178.83,Cash,2024-01-25
T01107,C1538,24,Female,India,Electronics,Headphones,2,1226.11,2452.22,Debit Card,2023-03-09
T01108,C1101,45,Other,UK,Home,Office Chair,3,535.18,1605.54,Credit Card,2022-02-17
T01109,C1248,24,Female,USA,Clothing,Jeans,1,1012.62,1012.62,Credit Card,2023-01-08
T01110,C1167,64,Female,Germany,Books,AI Basics,5,1085.02,5425.1,Cash,2023-05-24
T01111,C1973,55,Male,UK,Books,Data Science 101,5,961.94,4809.7,Credit Card,2023-10-27
T01112,C1693,35,Other,USA,Books,AI Basics,1,588.25,588.25,Debit Card,2024-03-03
T01113,C1999,61,Other,USA,Electronics,Smartphone,3,914.85,2744.55,Credit Card,2023-01-30
T01114,C1120,64,Other,India,Clothing,Jeans,4,1397.6,5590.4,Debit Card,2022-12-13
T01115,C1456,23,Male,India,Clothing,Sneakers,4,911.47,3645.88,Cash,2023-02-15
T01116,C1522,24,Female,Germany,Books,AI Basics,3,62.19,186.57,Debit Card,2022-05-07
T01117,C1657,32,Other,USA,Books,AI Basics,3,596.09,1788.27,Net Banking,2023-02-25
T01118,C1766,42,Other,USA,Books,NLP with Transformers,2,778.96,1557.92,Cash,2024-02-28
T01119,C1926,46,Other,Germany,Clothing,T-Shirt,4,309.26,1237.04,Debit Card,2023-02-23
T01120,C1313,46,Female,Australia,Electronics,Smartphone,3,820.42,2461.26,Cash,2023-11-15
T01121,C1108,25,Other,Canada,Electronics,Laptop,1,292.11,292.11,Credit Card,2022-01-02
T01122,C1867,45,Other,Canada,Home,Mixer,4,108.48,433.92,Credit Card,2022-08-20
T01123,C1333,32,Male,USA,Home,Office Chair,2,1369.6,2739.2,UPI,2022-06-06
T01124,C1044,36,Female,USA,Electronics,Smartwatch,3,63.13,189.39,Net Banking,2022-11-26
T01125,C1504,53,Male,India,Electronics,Smartwatch,1,1392.58,1392.58,UPI,2023-03-06
T01126,C1589,40,Female,Germany,Electronics,Laptop,1,814.7,814.7,Cash,2022-11-18
T01127,C1981,52,Female,Germany,Electronics,Laptop,3,341.11,1023.33,Credit Card,2024-04-08
T01128,C1579,30,Other,Germany,Electronics,Smartphone,3,445.74,1337.22,Cash,2023-07-11
T01129,C1611,46,Other,Germany,Books,AI Basics,3,1347.2,4041.6,UPI,2023-03-15
T01130,C1489,53,Other,USA,Clothing,Jeans,2,951.61,1903.22,Net Banking,2024-03-30
T01131,C1869,60,Male,Australia,Electronics,Headphones,5,954.56,4772.8,UPI,2022-07-23
T01132,C1632,58,Other,Canada,Books,AI Basics,3,1090.74,3272.22,Net Banking,2023-04-01
T01133,C1844,51,Other,India,Clothing,Jeans,4,1092.67,4370.68,Credit Card,2024-01-10
T01134,C1848,18,Male,USA,Home,Vacuum Cleaner,5,1349.43,6747.15,Credit Card,2022-10-24
T01135,C1368,39,Female,India,Home,Mixer,2,1389.79,2779.58,Cash,2024-04-15
T01136,C1997,59,Female,Germany,Electronics,Smartwatch,5,1403.22,7016.1,UPI,2023-11-23
T01137,C1929,35,Other,Australia,Clothing,Sneakers,5,752.39,3761.95,Cash,2024-03-22
T01138,C1201,18,Male,India,Electronics,Laptop,4,487.02,1948.08,Net Banking,2023-11-08
T01139,C1227,23,Male,USA,Clothing,T-Shirt,1,147.38,147.38,Net Banking,2024-02-16
T01140,C1590,28,Other,Canada,Home,Desk Lamp,1,1317.11,1317.11,Cash,2022-05-16
T01141,C1203,21,Male,Germany,Books,Data Science 101,1,578.45,578.45,Credit Card,2022-03-13
T01142,C1091,50,Other,India,Electronics,Smartphone,4,1329.27,5317.08,Cash,2023-07-17
T01143,C1434,50,Other,USA,Home,Mixer,1,458.14,458.14,Cash,2022-04-17
T01144,C1561,36,Other,Germany,Home,Mixer,1,748.57,748.57,Cash,2022-02-22
T01145,C1696,51,Other,Canada,Electronics,Headphones,1,1203.27,1203.27,UPI,2023-03-22
T01146,C1505,44,Female,UK,Home,Office Chair,2,332.54,665.08,Debit Card,2022-11-28
T01147,C1182,44,Female,UK,Electronics,Headphones,3,989.89,2969.67,Net Banking,2022-09-06
T01148,C1747,23,Other,India,Home,Office Chair,3,1303.88,3911.64,Debit Card,2022-05-27
T01149,C1645,59,Other,India,Books,Data Science 101,2,891.48,1782.96,Credit Card,2023-12-29
T01150,C1865,62,Female,Germany,Electronics,Smartwatch,1,1335.44,1335.44,Credit Card,2023-02-24
T01151,C1839,53,Other,India,Books,Data Science 101,4,1330.07,5320.28,Cash,2022-04-08
T01152,C1312,45,Other,USA,Electronics,Smartphone,3,1483.5,4450.5,Credit Card,2022-04-11
T01153,C1589,25,Male,Canada,Books,Deep Learning,3,405.11,1215.33,Credit Card,2022-01-16
T01154,C1466,18,Male,UK,Home,Office Chair,3,1200.76,3602.28,Cash,2022-11-02
T01155,C1859,20,Female,Germany,Books,AI Basics,4,1176.14,4704.56,Net Banking,2022-07-05
T01156,C1115,62,Female,USA,Books,NLP with Transformers,2,455.73,911.46,Cash,2022-06-27
T01157,C1199,62,Female,India,Home,Desk Lamp,4,841.15,3364.6,Credit Card,2022-03-24
T01158,C1612,54,Other,Australia,Electronics,Headphones,3,168.47,505.41,UPI,2024-02-09
T01159,C1312,46,Female,Australia,Electronics,Smartwatch,2,1411.66,2823.32,UPI,2023-11-13
T01160,C1028,42,Male,India,Books,AI Basics,3,611.35,1834.05,Debit Card,2023-10-03
T01161,C1859,25,Other,UK,Electronics,Smartphone,2,476.05,952.1,UPI,2023-03-04
T01162,C1803,52,Other,UK,Clothing,Sneakers,5,600.93,3004.65,UPI,2022-11-05
T01163,C1800,19,Female,Germany,Books,NLP with Transformers,4,848.44,3393.76,UPI,2023-11-05
T01164,C1758,21,Other,India,Electronics,Smartphone,5,546.77,2733.85,Debit Card,2023-06-22
T01165,C1041,18,Female,USA,Electronics,Laptop,1,1066.15,1066.15,Debit Card,2024-06-12
T01166,C1773,41,Other,Australia,Clothing,T-Shirt,1,872.55,872.55,Debit Card,2022-09-07
T01167,C1223,31,Male,USA,Books,NLP with Transformers,1,930.24,930.24,Net Banking,2022-08-19
T01168,C1289,32,Male,USA,Electronics,Smartphone,4,556.84,2227.36,Debit Card,2024-04-21
T01169,C1921,22,Female,USA,Electronics,Smartphone,3,866.95,2600.85,UPI,2023-05-29
T01170,C1448,35,Female,Canada,Electronics,Smartphone,5,1150.1,5750.5,Credit Card,2022-04-27
T01171,C1803,35,Female,Germany,Home,Office Chair,2,597.1,1194.2,Debit Card,2022-03-12
T01172,C1067,31,Female,UK,Home,Office Chair,2,1049.05,2098.1,Cash,2022-08-24
T01173,C1033,23,Other,India,Books,Deep Learning,1,1093.77,1093.77,Debit Card,2022-07-10
T01174,C1639,35,Other,Canada,Books,Data Science 101,1,449.34,449.34,Credit Card,2023-07-14
T01175,C1465,40,Male,Canada,Clothing,T-Shirt,1,1218.76,1218.76,UPI,2023-06-30
T01176,C1906,21,Male,India,Electronics,Smartphone,4,390.71,1562.84,Debit Card,2023-12-24
T01177,C1550,54,Other,Canada,Books,Deep Learning,3,1438.66,4315.98,Net Banking,2022-08-10
T01178,C1725,19,Male,India,Home,Mixer,1,435.27,435.27,UPI,2024-01-27
T01179,C1635,34,Other,Canada,Books,NLP with Transformers,4,1080.39,4321.56,Debit Card,2024-04-24
T01180,C1488,36,Other,India,Books,Data Science 101,4,825.45,3301.8,Debit Card,2023-03-04
T01181,C1590,50,Female,Canada,Books,AI Basics,1,515.95,515.95,Credit Card,2023-07-29
T01182,C1705,21,Female,India,Electronics,Laptop,5,734.52,3672.6,Debit Card,2023-06-04
T01183,C1461,30,Other,India,Home,Vacuum Cleaner,5,965.85,4829.25,UPI,2023-11-23
T01184,C1583,21,Female,India,Electronics,Smartphone,3,596.34,1789.02,Net Banking,2024-01-31
T01185,C1947,46,Male,UK,Electronics,Smartphone,4,1498.54,5994.16,Cash,2022-05-22
T01186,C1145,53,Male,Australia,Electronics,Smartwatch,3,266.43,799.29,Net Banking,2023-08-01
T01187,C1819,50,Male,UK,Clothing,Jeans,1,687.62,687.62,Net Banking,2022-06-12
T01188,C1151,19,Female,USA,Books,Deep Learning,2,1346.92,2693.84,Credit Card,2022-11-06
T01189,C1858,24,Male,UK,Books,AI Basics,1,429.27,429.27,Net Banking,2022-06-06
T01190,C1898,27,Male,India,Clothing,T-Shirt,3,302.95,908.85,Credit Card,2022-09-18
T01191,C1479,30,Male,Canada,Clothing,Jacket,3,228.96,686.88,Cash,2023-03-27
T01192,C1410,48,Female,Canada,Books,AI Basics,4,1230.23,4920.92,Net Banking,2022-05-31
T01193,C1577,44,Other,Australia,Books,Deep Learning,4,525.91,2103.64,Net Banking,2022-06-06
T01194,C1870,63,Female,Germany,Home,Vacuum Cleaner,3,110.84,332.52,Debit Card,2022-07-03
T01195,C1097,51,Other,Germany,Electronics,Smartwatch,4,553.12,2212.48,Net Banking,2022-12-19
T01196,C1510,64,Other,Germany,Home,Vacuum Cleaner,2,161.66,323.32,Debit Card,2024-04-17
T01197,C1705,49,Other,Canada,Home,Desk Lamp,5,965.7,4828.5,Net Banking,2023-10-26
T01198,C1260,38,Other,USA,Electronics,Smartwatch,2,1198.93,2397.86,Credit Card,2023-11-04
T01199,C1025,27,Other,Australia,Electronics,Headphones,4,212.95,851.8,Credit Card,2022-12-18
T01200,C1805,30,Male,Germany,Clothing,Jacket,4,1478.02,5912.08,Credit Card,2023-12-11
T01201,C1116,33,Other,Canada,Clothing,Jacket,2,1038.56,2077.12,Debit Card,2022-04-24
T01202,C1404,55,Female,Australia,Books,Data Science 101,1,65.75,65.75,UPI,2023-10-11
T01203,C1776,61,Other,Canada,Books,NLP with Transformers,2,330.96,661.92,Net Banking,2024-04-15
T01204,C1430,40,Female,USA,Books,AI Basics,3,650.61,1951.83,Debit Card,2023-09-02
T01205,C1468,18,Male,India,Books,Deep Learning,5,567.79,2838.95,Debit Card,2022-12-27
T01206,C1587,23,Female,Canada,Clothing,Jacket,5,307.39,1536.95,Cash,2022-12-27
T01207,C1288,34,Female,Canada,Electronics,Smartphone,3,851.9,2555.7,Credit Card,2024-04-26
T01208,C1025,18,Other,Germany,Electronics,Smartwatch,4,817.71,3270.84,Debit Card,2023-05-07
T01209,C1131,28,Male,Canada,Electronics,Laptop,2,427.87,855.74,Credit Card,2023-02-12
T01210,C1397,35,Other,Germany,Books,Data Science 101,5,1490.22,7451.1,Cash,2022-02-04
T01211,C1681,18,Female,USA,Home,Vacuum Cleaner,5,985.84,4929.2,UPI,2023-01-19
